id,query_n,artist,song,genre,similarity
sM0YS8k0a99lfW9A,query_1,Arcade Fire,Headlights Look Like Diamonds,"['indie rock', 'rock', 'alternative rock', 'indie pop', 'dream pop', 'lo fi', 'baroque pop', 'anthem']",0.9103004172692977
J7mWO4HVxxg1FPoB,query_1,Meat Puppets,New Gods,"['rock', 'punk', 'grunge', 'noise', 'experimental', 'alternative rock', 'hardcore punk']",0.9079058122262996
So9VkHvWUHr3xTko,query_1,Converge,Dead Beat,"['hardcore', 'mathcore', 'metalcore', 'post hardcore', 'progressive metal', 'jazzcore', 'hardcore punk']",0.9076268777443317
tUS2uk30ob9oNuH5,query_1,Kula Shaker,Tattva,"['britpop', 'rock', 'psychedelic rock', 'raga rock', 'indie rock', 'alternative rock', 'indie pop', 'classic rock', 'world fusion', 'pop', 'stoner rock', 'world', 'indian fusion', 'metal', 'punk', 'downtempo', 'garage rock', 'glam rock', 'neo psychedelic']",0.9065189582003765
vo7FwIGCk6YHfkIA,query_1,Get Scared,Sarcasm,"['post hardcore', 'emocore', 'rock', 'alternative rock', 'emo', 'punk', 'screamo', 'gothic rock']",0.9013652778354524
6NNmYh1zeixjYgqx,query_1,Stevie B,Spring Love,"['freestyle', 'pop', 'miami bass', 'disco', 'electro', 'new wave', 'easy listening', 'dance pop', 'boogie', 'post disco']",0.9013202148370416
PKs95sLX196aSbzl,query_1,Willie Nelson,Blue Skies,"['country', 'rock', 'folk', 'funk', 'pop', 'singer songwriter', 'country blues', 'jazz', 'soul', 'blues', 'acid jazz', 'country pop', 'outlaw country']",0.9005270178135704
x8M8VsXIxI7hSW6Y,query_1,Gilberto Gil,Esotérico,['jazz'],0.8990669861526075
UGi5iGsVzcIzfw5w,query_1,Blur,For Tomorrow - 2012 Remastered Version,"['rock', 'britpop']",0.8988615534648189
1424LaVTdRfu6RZc,query_1,Jinjer,Sit Stay Roll Over,"['metalcore', 'progressive metal', 'groove metal', 'metal', 'alternative metal', 'progressive metalcore']",0.8987279135962717
z0PzOinYUixzCTGQ,query_1,The Temper Trap,Love Lost,"['indie rock', 'rock', 'alternative rock', 'modern rock', 'indie pop', 'pop', 'post rock', 'post punk', 'pop rock', 'singer songwriter', 'alternative pop', 'chill out']",0.898530991532355
g6r4yJy1RJxVDEEe,query_1,Lady Gaga,Applause (Viceroy Remix),"['pop', 'reggae', 'synthpop']",0.8968862956706648
2ju6Tr3mAUMqJs9j,query_1,Last Dinosaurs,Andy,['rock'],0.8968602623674602
UROnkLC97VqtOBjU,query_1,Silverstein,This Is How,"['pop rock', 'post hardcore', 'emo', 'screamo', 'emocore']",0.8963854889424382
eq788GqUzmA0h9Hy,query_1,Katatonia,Soil's Song,"['doom metal', 'progressive metal', 'metal', 'gothic metal', 'alternative metal', 'progressive rock', 'dark rock', 'alternative rock', 'psychedelic rock', 'swedish metal']",0.8953497006481417
5V15liEhNmZpNe57,query_1,Elliott Smith,Alameda,"['singer songwriter', 'folk', 'indie rock', 'indie pop', 'rock', 'indie folk', 'emo', 'alternative rock', 'lo fi', 'easy listening']",0.8947469528407493
IzKHjfYt2CKntjM5,query_1,Silversun Pickups,Little Lover's So Polite,"['indie rock', 'rock', 'shoegaze', 'alternative rock', 'soundtrack', 'slowcore', 'grunge', 'experimental', 'indie pop', 'rock and roll', 'post grunge', 'moog', 'noise rock', 'future rock']",0.8946621499490802
VePEctNzLHl4t9B7,query_1,The Black Angels,Empire,"['psychedelic rock', 'rock', 'drone', 'post punk', 'alternative rock', 'avant garde', 'garage rock']",0.8945077754420813
P74cQqEeXdH35kaO,query_1,Arctic Monkeys,Stickin to the Floor,"['rock', 'indie rock', 'alternative rock', 'pop rock']",0.8944084125078267
U2vufHFfFlPNNXS2,query_1,Angra,The Bottom of My Soul,"['progressive metal', 'power metal', 'progressive power metal']",0.8943708237537551
h1oQnNuA5DNWYzPS,query_1,Joni Mitchell,Two Grey Rooms,"['singer songwriter', 'rock', 'jazz', 'pop', 'folk rock', 'jazz fusion']",0.8939944565654281
VfMVWHJvUEtCHlW1,query_1,Maquinas,mal-agradecido,"['noise', 'noise rock', 'lo fi', 'shoegaze']",0.8936396016536405
UfgoRFOJTzwDqo5H,query_1,Tina Turner,Steamy Windows,"['rock', 'pop', 'soul', 'classic rock', 'pop rock', 'blues', 'new wave', 'blues rock', 'hard rock', 'easy listening', 'soft rock', 'rhythm and blues']",0.8931321130678125
uKm4apMqp6utzPQG,query_1,Roberto Carlos,Amigo,"['mpb', 'romantico', 'jovem guarda', 'latin', 'forro', 'world']",0.8931221771191918
bLEYl9FcvIG5ntFO,query_1,The Velvet Underground,Run Run Run,"['rock', 'classic rock', 'psychedelic rock', 'experimental', 'art rock', 'experimental rock', 'alternative rock', 'rock and roll', 'noise', 'garage rock', 'avant garde', 'noise rock', 'pop', 'lo fi', 'metal', 'punk', 'blues', 'indie rock', 'progressive rock', 'britpop', 'bebop', 'folk rock', 'glam rock', 'drone rock']",0.8931104641125818
thnL0H0GIMwNdd6o,query_1,The Alan Parsons Project,Gemini,"['progressive rock', 'rock', 'classic rock', 'art rock', 'symphonic rock', 'psychedelic rock', 'ambient', 'album rock', 'pop', 'alternative rock', 'soft rock', 'krautrock', 'space rock', 'neo progressive']",0.8930897922348388
SjqkxvgCWWeHRpFf,query_1,The Maccabees,Grew Up At Midnight,['indie rock'],0.8925995944943187
N7XykLDBRw7Spa1F,query_1,Andy Grammer,Fresh Eyes,"['pop', 'singer songwriter']",0.8925630174682235
qBy4U4vMZwl3zGkD,query_1,Caetano Veloso,O Quereres,"['mpb', 'tropicalia', 'pop']",0.8918527103822401
ghRyim0wlKC4V2Tb,query_1,BONUSbaby,If I Become An Adult,"['pop', 'k pop', 'korean pop']",0.8916288640665582
LG6UeDMxqLJUrAq7,query_1,Steps,Stomp,"['pop', 'disco', 'alternative rock', 'classic rock', 'metal', 'grunge', 'emo', 'rap', 'ska', 'classical', 'britpop', 'dance pop']",0.8915829594380968
b9G2PNb7goUk0T0o,query_1,BROCKHAMPTON,SAN MARCOS,"['hip hop', 'rap', 'experimental hip hop', 'alternative hip hop', 'emo rap']",0.8914315606886047
KxVk0UdKxRQRyZ1V,query_1,Faith No More,Blood,"['rock', 'alternative rock', 'alternative metal', 'funk metal', 'metal', 'hard rock', 'rap metal', 'grunge', 'grindcore', 'experimental', 'progressive rock', 'thrash metal', 'nu metal']",0.8909264347410256
n74xddJ3ud7ROzLR,query_1,Brett Dennen,Ain't No Reason,"['singer songwriter', 'folk', 'pop', 'soft rock', 'soundtrack', 'rock', 'folk rock', 'indie folk']",0.8907621785854041
5aW0nhBdAWnsvyIg,query_1,Katharine McPhee,Better Off Alone,"['pop', 'soul', 'r b', 'chill out']",0.8901292326301117
1jGTlM1C9DAdISn3,query_1,Kid Cudi,Troubled Boy,"['hip hop', 'rock', 'alternative rock', 'singer songwriter']",0.8899076646140809
mUwjnTJ0xv6TNYhb,query_1,Pop Evil,Trenches,"['post grunge', 'rock', 'alternative rock', 'hard rock', 'alternative metal']",0.8895810830569169
